Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-JULY-2025,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
MSitAE-JULY-2025,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2025,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0,0,3611,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2025,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2025,G0Q0L,NHS ENGLAND LONDON,BARKING HOSPITAL UTC,0,0,2824,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2025,K6K0R,NHS ENGLAND LONDON,HAROLD WOOD POLYCLINIC UTC,0,0,2607,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2025,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,2286,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2025,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,2609,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2025,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MSitAE-JULY-2025,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,4488,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2025,RW1,NHS ENGLAND SOUTH EAST ,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0,0,3080,0,0,0,0,0,81,0,0,0,0,0,0,0,0,139
MSitAE-JULY-2025,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0,0,2236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2025,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0,0,2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2025,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2025,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2025,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,17502,0,8081,0,0,817,7110,0,0,0,0,0,80,0,5008,0,0,2245
MSitAE-JULY-2025,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11437,0,0,0,0,0,2156,0,0,0,0,0,155,12,1787,0,0,314
MSitAE-JULY-2025,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,8229,0,0,1356,0,0,274,0,0,16,0,0,0,0,0,0
MSitAE-JULY-2025,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,5808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2025,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2025,8J094,NHS ENGLAND MIDLANDS ,BADGER LTD,0,0,0,0,0,1013,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2025,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2025,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2025,NQT51,NHS ENGLAND SOUTH EAST ,STATION PLAZA HEALTH CENTRE,0,0,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2025,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6644,0,1851,860,0,26,2116,0,0,224,0,0,393,1,2218,0,0,1207
MSitAE-JULY-2025,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7408,0,2991,0,0,96,4574,0,66,0,0,0,492,489,2001,0,0,767
MSitAE-JULY-2025,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4528,0,239,285,0,20,271,0,0,24,0,0,10,0,987,0,0,66
MSitAE-JULY-2025,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,9328,0,0,21,0,0,2593,0,0,0,0,0,401,0,3087,0,0,516
MSitAE-JULY-2025,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12834,0,13455,0,0,0,5749,0,421,0,0,0,466,1195,3044,0,597,490
